location,title,ref,joblist,freqdist,b_freqdist,t_freqdist
New+York%2C+NY,Data Analysis / Data Science Instructor,/pagead/clk?mo=r&ad=-6NYlbfkN0Cwo1rpLNqGNl-JR4Ycn-HhZZkZD-zKzWtqwY2v0IaF7r4RpYZqDRomHI7eI6cLfh20rRj_x_v1DpbH7EpVmTnPRRTO-HegUNZZ1ev6K2ivdyyCr7OLsTE4sUK-53Byyh-z4cLUGmwsZwLfMjUhD2byZra5x2ZsurxsQUczUgZYos0rdpWrjM7eCj3-o0tqtH3DhoupHIYU8bNFdC3rAsKYg6Hj-xAbKIhAKz7i9k9WdIgRo0DlZsTSZaQykPzAa1zTcwabSCAdSGhSd4XlZNstRpUn2122uDeQ2owpzGFfuqtUAIkzlJt0F23dDXrhpK6LUofFdVxSehahtiX13EKdrxNZBRrx5XHxpRZ76fnBPJGmWIsDo5HEBViedRW3aflkGtrTeXmgrYMSIh96aBC4IVV40t7XBfaZlbuaUJnL1l4lWbKMq9VMHRTSOQjveCnRh3PDK_Wg7Lqf48e9fLTA&p=1&sk=&fvj=1,"['business', 'school', 'looking', 'experienced', 'data', 'analyst', 'data', 'scientist', 'teach', 'part', 'evening', '7pm', '10pm', 'weekend', '10am', '4pm', 'classes', 'requirements', 'minimum', '4', 'years', 'hands', 'data', 'analysis', 'data', 'science', 'work', 'experience', 'knowledge', 'statistics', 'required', 'knowledge', 'python', 'preferred', 'salary', 'doe', '1099', 'c', 'c', 'please', 'reply', 'information', 'type', 'salary', '50', '00', '60', '00', 'hour', 'required', 'experience', 'data', 'analyst', '4', 'years', 'please', 'review', 'application', 'instructions', 'applying', 'business', 'school']","[('business', 2), ('school', 2), ('looking', 1), ('experienced', 1), ('data', 5), ('analyst', 2), ('scientist', 1), ('teach', 1), ('part', 1), ('evening', 1), ('7pm', 1), ('10pm', 1), ('weekend', 1), ('10am', 1), ('4pm', 1), ('classes', 1), ('requirements', 1), ('minimum', 1), ('4', 2), ('years', 2), ('hands', 1), ('analysis', 1), ('science', 1), ('work', 1), ('experience', 2), ('knowledge', 2), ('statistics', 1), ('required', 2), ('python', 1), ('preferred', 1), ('salary', 2), ('doe', 1), ('1099', 1), ('c', 2), ('please', 2), ('reply', 1), ('information', 1), ('type', 1), ('50', 1), ('00', 2), ('60', 1), ('hour', 1), ('review', 1), ('application', 1), ('instructions', 1), ('applying', 1)]","[(('business', 'school'), 2), (('school', 'looking'), 1), (('looking', 'experienced'), 1), (('experienced', 'data'), 1), (('data', 'analyst'), 2), (('analyst', 'data'), 1), (('data', 'scientist'), 1), (('scientist', 'teach'), 1), (('teach', 'part'), 1), (('part', 'evening'), 1), (('evening', '7pm'), 1), (('7pm', '10pm'), 1), (('10pm', 'weekend'), 1), (('weekend', '10am'), 1), (('10am', '4pm'), 1), (('4pm', 'classes'), 1), (('classes', 'requirements'), 1), (('requirements', 'minimum'), 1), (('minimum', '4'), 1), (('4', 'years'), 2), (('years', 'hands'), 1), (('hands', 'data'), 1), (('data', 'analysis'), 1), (('analysis', 'data'), 1), (('data', 'science'), 1), (('science', 'work'), 1), (('work', 'experience'), 1), (('experience', 'knowledge'), 1), (('knowledge', 'statistics'), 1), (('statistics', 'required'), 1), (('required', 'knowledge'), 1), (('knowledge', 'python'), 1), (('python', 'preferred'), 1), (('preferred', 'salary'), 1), (('salary', 'doe'), 1), (('doe', '1099'), 1), (('1099', 'c'), 1), (('c', 'c'), 1), (('c', 'please'), 1), (('please', 'reply'), 1), (('reply', 'information'), 1), (('information', 'type'), 1), (('type', 'salary'), 1), (('salary', '50'), 1), (('50', '00'), 1), (('00', '60'), 1), (('60', '00'), 1), (('00', 'hour'), 1), (('hour', 'required'), 1), (('required', 'experience'), 1), (('experience', 'data'), 1), (('analyst', '4'), 1), (('years', 'please'), 1), (('please', 'review'), 1), (('review', 'application'), 1), (('application', 'instructions'), 1), (('instructions', 'applying'), 1), (('applying', 'business'), 1)]","[(('business', 'school', 'looking'), 1), (('school', 'looking', 'experienced'), 1), (('looking', 'experienced', 'data'), 1), (('experienced', 'data', 'analyst'), 1), (('data', 'analyst', 'data'), 1), (('analyst', 'data', 'scientist'), 1), (('data', 'scientist', 'teach'), 1), (('scientist', 'teach', 'part'), 1), (('teach', 'part', 'evening'), 1), (('part', 'evening', '7pm'), 1), (('evening', '7pm', '10pm'), 1), (('7pm', '10pm', 'weekend'), 1), (('10pm', 'weekend', '10am'), 1), (('weekend', '10am', '4pm'), 1), (('10am', '4pm', 'classes'), 1), (('4pm', 'classes', 'requirements'), 1), (('classes', 'requirements', 'minimum'), 1), (('requirements', 'minimum', '4'), 1), (('minimum', '4', 'years'), 1), (('4', 'years', 'hands'), 1), (('years', 'hands', 'data'), 1), (('hands', 'data', 'analysis'), 1), (('data', 'analysis', 'data'), 1), (('analysis', 'data', 'science'), 1), (('data', 'science', 'work'), 1), (('science', 'work', 'experience'), 1), (('work', 'experience', 'knowledge'), 1), (('experience', 'knowledge', 'statistics'), 1), (('knowledge', 'statistics', 'required'), 1), (('statistics', 'required', 'knowledge'), 1), (('required', 'knowledge', 'python'), 1), (('knowledge', 'python', 'preferred'), 1), (('python', 'preferred', 'salary'), 1), (('preferred', 'salary', 'doe'), 1), (('salary', 'doe', '1099'), 1), (('doe', '1099', 'c'), 1), (('1099', 'c', 'c'), 1), (('c', 'c', 'please'), 1), (('c', 'please', 'reply'), 1), (('please', 'reply', 'information'), 1), (('reply', 'information', 'type'), 1), (('information', 'type', 'salary'), 1), (('type', 'salary', '50'), 1), (('salary', '50', '00'), 1), (('50', '00', '60'), 1), (('00', '60', '00'), 1), (('60', '00', 'hour'), 1), (('00', 'hour', 'required'), 1), (('hour', 'required', 'experience'), 1), (('required', 'experience', 'data'), 1), (('experience', 'data', 'analyst'), 1), (('data', 'analyst', '4'), 1), (('analyst', '4', 'years'), 1), (('4', 'years', 'please'), 1), (('years', 'please', 'review'), 1), (('please', 'review', 'application'), 1), (('review', 'application', 'instructions'), 1), (('application', 'instructions', 'applying'), 1), (('instructions', 'applying', 'business'), 1), (('applying', 'business', 'school'), 1)]"
